species,lon,lat
Heracleum sosnowskyi,36.9460384989776,55.92631729980359
Heracleum sosnowskyi,36.93149493084639,56.343348585269
Heracleum sosnowskyi,36.4502245743046,56.25076843391611
Heracleum sosnowskyi,36.749731961061194,55.55090533011689
Heracleum sosnowskyi,36.836456288427,55.842556756589005
Heracleum sosnowskyi,36.1108404943933,55.545065161527994
Heracleum sosnowskyi,37.0512354452596,55.8409722914381
Heracleum sosnowskyi,36.9926132240211,55.9704497620469
Heracleum sosnowskyi,35.5680020550508,55.9958010740603
Heracleum sosnowskyi,36.051197052502,55.814682145664506
Heracleum sosnowskyi,35.9660238578148,55.3692457535887
Heracleum sosnowskyi,36.22739975329599,55.742389984709995
Heracleum sosnowskyi,36.9803177964292,55.6329456905912
Heracleum sosnowskyi,36.270613894415696,55.8962521966815
Heracleum sosnowskyi,36.38529120952169,55.952070505349496
Heracleum sosnowskyi,35.415120267786094,56.1726007160502
Heracleum sosnowskyi,35.5380948018336,56.10926253363899
Heracleum sosnowskyi,35.603549001785,56.030173685167384
Heracleum sosnowskyi,35.5884120375854,55.9571364637768
Heracleum sosnowskyi,36.7191719601179,56.233911252802095
Heracleum sosnowskyi,36.7712221229027,55.86953377036719
Heracleum sosnowskyi,36.142537260885895,56.07871182359181
Heracleum sosnowskyi,36.457029010380495,55.909316327886295
Heracleum sosnowskyi,36.52828004688669,56.030911823521784
Heracleum sosnowskyi,36.1190121805677,55.4466795050551
Heracleum sosnowskyi,35.9196797036554,55.7610531178071
Heracleum sosnowskyi,36.2608760775689,55.921448251535594
Heracleum sosnowskyi,36.4330039016087,56.2535081169061
Heracleum sosnowskyi,36.686728711361,55.977936019132
Heracleum sosnowskyi,35.93449915051539,55.531179043677895
Heracleum sosnowskyi,36.898666859487996,56.356882209346495
Heracleum sosnowskyi,36.7465299276141,56.2777631076813
Heracleum sosnowskyi,36.76880726963981,55.66983854741098
Heracleum sosnowskyi,36.67546994308339,55.6255413734356
Heracleum sosnowskyi,36.6930182334048,56.2379171065892
Heracleum sosnowskyi,36.0060065990253,55.8256654704851
Heracleum sosnowskyi,36.3309218174879,55.98170135373449
Heracleum sosnowskyi,35.433301965913,56.0223361654817
Heracleum sosnowskyi,36.21576571501569,56.0900000599548
Heracleum sosnowskyi,36.4064107643453,55.93959711451521
Heracleum sosnowskyi,35.5313788428593,56.1284517611399
Heracleum sosnowskyi,36.898111903141796,56.4731449815557
Heracleum sosnowskyi,37.0069631150557,56.380646213452
Heracleum sosnowskyi,36.14287462356501,55.5024359385677
Heracleum sosnowskyi,35.9332353530291,55.692956537913894
Heracleum sosnowskyi,35.8092475591275,55.5060622811494
Heracleum sosnowskyi,36.8094206604351,56.050620924815796
Heracleum sosnowskyi,36.524850457083,56.34561735895401
Heracleum sosnowskyi,35.7053802434035,55.63384249093821
Heracleum sosnowskyi,35.6432194902873,55.62096086725019
Heracleum sosnowskyi,36.07907010490139,55.810360849273785
Heracleum sosnowskyi,36.99719814048179,55.585631455727096
Heracleum sosnowskyi,36.0010105502967,55.526769232414196
Heracleum sosnowskyi,35.7179496494567,55.603712787715
Heracleum sosnowskyi,35.7429937197844,56.06912448400771
Heracleum sosnowskyi,35.8968853953447,55.6855077303974
Heracleum sosnowskyi,35.8985999114568,56.05553597880241
Heracleum sosnowskyi,36.7514008320827,56.50392396022259
Heracleum sosnowskyi,36.3170511796682,55.57695733271479
Heracleum sosnowskyi,36.1440831604095,55.73670430166219
Heracleum sosnowskyi,36.50481368150621,56.3479170090627
Heracleum sosnowskyi,35.72084980927129,56.07177837077519
Heracleum sosnowskyi,36.8101839888,56.03178418928889
Heracleum sosnowskyi,36.3804364460851,55.7728421605373
Heracleum sosnowskyi,36.96562056833459,55.97729980274369
Heracleum sosnowskyi,36.705151893645,55.75300765148191
Heracleum sosnowskyi,36.45820533350929,56.3343553648082
Heracleum sosnowskyi,36.4225525203825,56.25094297343949
Heracleum sosnowskyi,36.0130947559183,55.393785556957894
Heracleum sosnowskyi,36.010619870210895,55.69257304990639
Heracleum sosnowskyi,36.8782883046615,56.4630123452436
Heracleum sosnowskyi,36.6285755162471,56.1390997602458
Heracleum sosnowskyi,36.41551329020619,55.89385379741479
Heracleum sosnowskyi,35.9604498471827,56.0886791555186
Heracleum sosnowskyi,36.413474536120894,55.931406822267
Heracleum sosnowskyi,35.8998849221515,56.00725268846081
Heracleum sosnowskyi,36.119530072255,55.80937077484139
Heracleum sosnowskyi,36.0636548391995,55.81238012404349
Heracleum sosnowskyi,35.90794350778659,55.3377121358064
Heracleum sosnowskyi,36.972050642723,55.99025914404429
Heracleum sosnowskyi,35.8439925615075,56.1268943898642
Heracleum sosnowskyi,36.3411101515123,55.576347917922085
Heracleum sosnowskyi,36.00861563660229,55.5139094064939
Heracleum sosnowskyi,36.03142769033569,55.56548961145641
Heracleum sosnowskyi,35.3670501113736,56.0687191820446
Heracleum sosnowskyi,35.9214948008444,55.845127223142796
Heracleum sosnowskyi,36.749876853534,56.2932395677519
Heracleum sosnowskyi,36.3159224963262,55.551988221779006
Heracleum sosnowskyi,36.59518827431939,56.4703331351661
Heracleum sosnowskyi,35.5412761733567,55.9497236192497
Heracleum sosnowskyi,35.5490204783124,56.110859511057605
Heracleum sosnowskyi,35.99408142861509,55.358786789278895
Heracleum sosnowskyi,36.2200917526323,55.778722670015206
Heracleum sosnowskyi,36.0174222666243,55.38667311747041
Heracleum sosnowskyi,36.3492834825467,55.7265722984728
Heracleum sosnowskyi,36.1277703596144,55.5610659991965
Heracleum sosnowskyi,36.63811580959689,55.7080027065597
Heracleum sosnowskyi,36.7565931200765,56.4342676735143
Heracleum sosnowskyi,36.7828182682485,55.9853175861377
Heracleum sosnowskyi,36.0383201106845,55.88567548053899
Heracleum sosnowskyi,36.9476143486233,55.8676038072699
Heracleum sosnowskyi,36.7336357700747,55.9252561087824
Heracleum sosnowskyi,36.71887444909649,55.95687093534541
Heracleum sosnowskyi,36.7766031633053,56.290000100923905
Heracleum sosnowskyi,35.765988968116396,55.8107897503467
Heracleum sosnowskyi,36.58912781319799,55.9382776948597
Heracleum sosnowskyi,36.7899762907732,56.0589300273989
Heracleum sosnowskyi,36.0542576333831,55.8038576141376
Heracleum sosnowskyi,36.78064222276039,56.262974750384494
Heracleum sosnowskyi,36.006357465025,55.38056430519849
Heracleum sosnowskyi,36.7518278823509,56.4389996830889
Heracleum sosnowskyi,36.50955854419149,55.83899081427471
Heracleum sosnowskyi,36.65833320411409,56.28157882230481
